0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
614, 608, 609, 610, 627, 627
614, 608, 609, 610, 627, 627
614, 608, 609, 610, 627, 627
614, 608, 609, 610, 627, 627
614, 608, 610, 609, 627, 628
614, 608, 610, 609, 627, 628
614, 608, 610, 609, 627, 628
614, 608, 610, 609, 626, 628
614, 608, 610, 609, 626, 628
614, 608, 610, 609, 626, 628
614, 608, 610, 609, 626, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 626, 628
614, 608, 609, 609, 626, 628
614, 608, 609, 609, 626, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
614, 608, 609, 609, 627, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
0, 0, 0, 0, 0, 0
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 610, 626, 628
615, 609, 609, 610, 626, 628
615, 609, 609, 610, 626, 628
615, 609, 609, 610, 626, 628
616, 609, 609, 609, 626, 628
616, 609, 609, 609, 626, 628
616, 609, 609, 609, 626, 628
616, 609, 609, 609, 626, 628
615, 609, 608, 609, 626, 628
615, 609, 608, 609, 626, 628
615, 609, 608, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
0, 0, 0, 0, 0, 0
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
616, 610, 608, 609, 626, 628
616, 610, 608, 609, 626, 628
616, 610, 608, 609, 626, 628
616, 610, 608, 610, 626, 628
616, 610, 608, 610, 626, 628
616, 610, 608, 610, 626, 628
616, 610, 608, 610, 626, 628
616, 610, 608, 610, 626, 627
616, 610, 608, 610, 626, 627
616, 610, 608, 610, 626, 627
616, 610, 609, 609, 626, 628
616, 610, 609, 609, 626, 628
616, 610, 609, 609, 626, 628
616, 610, 609, 609, 626, 628
616, 609, 609, 610, 625, 628
616, 609, 609, 610, 625, 628
616, 609, 609, 610, 625, 628
616, 609, 609, 610, 625, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
615, 609, 609, 609, 626, 628
616, 610, 609, 610, 626, 628
0, 0, 0, 0, 0, 0
616, 610, 609, 610, 626, 628
616, 610, 609, 610, 626, 628
616, 610, 609, 610, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
615, 609, 610, 609, 626, 628
616, 609, 610, 609, 626, 628
616, 609, 610, 609, 626, 628
616, 609, 610, 609, 626, 628
616, 609, 610, 609, 626, 628
616, 610, 609, 610, 625, 627
616, 610, 609, 610, 625, 627
616, 610, 609, 610, 625, 627
616, 610, 609, 610, 625, 627
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 610, 626, 628
616, 609, 610, 611, 626, 628
616, 609, 610, 611, 626, 628
616, 609, 610, 611, 626, 628
0, 0, 0, 0, 0, 0
616, 609, 610, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
616, 609, 610, 611, 625, 628
616, 609, 610, 611, 625, 628
616, 609, 610, 611, 625, 628
616, 609, 610, 611, 625, 628
616, 610, 610, 611, 625, 628
616, 610, 610, 611, 625, 628
616, 610, 610, 611, 625, 628
616, 610, 610, 611, 625, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
616, 609, 609, 611, 626, 628
616, 609, 609, 611, 626, 628
616, 609, 609, 611, 626, 628
616, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 609, 611, 626, 628
615, 609, 610, 611, 626, 629
615, 609, 610, 611, 626, 629
615, 609, 610, 611, 626, 629
615, 609, 610, 611, 626, 629
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
0, 0, 0, 0, 0, 0
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 627, 628
615, 609, 609, 611, 628, 628
615, 609, 609, 611, 628, 628
615, 609, 609, 611, 628, 628
615, 609, 609, 611, 627, 629
615, 609, 609, 611, 627, 629
615, 609, 609, 611, 627, 629
615, 609, 609, 611, 627, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 611, 628, 629
615, 609, 609, 612, 628, 630
615, 609, 609, 612, 628, 630
615, 609, 609, 612, 628, 630
615, 609, 609, 612, 628, 630
615, 609, 609, 611, 628, 631
615, 609, 609, 611, 628, 631
615, 609, 609, 611, 628, 631
0, 0, 0, 0, 0, 0
615, 609, 609, 611, 628, 631
615, 609, 609, 611, 628, 631
615, 609, 609, 611, 628, 631
615, 609, 609, 611, 628, 631
615, 609, 609, 612, 628, 631
615, 609, 609, 612, 628, 631
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
613, 607, 605, 611, 962, 628
613, 607, 605, 611, 962, 628
613, 607, 605, 611, 962, 628
613, 607, 605, 611, 962, 628
613, 607, 606, 611, 967, 628
613, 607, 606, 611, 967, 628
613, 607, 606, 611, 967, 628
613, 607, 606, 610, 970, 628
613, 607, 606, 610, 970, 628
613, 607, 606, 610, 970, 628
613, 607, 606, 610, 970, 628
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 610, 970, 629
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 611, 969, 628
613, 607, 606, 610, 969, 628
613, 607, 606, 610, 969, 628
613, 607, 606, 610, 969, 628
0, 0, 0, 0, 0, 0
613, 607, 606, 610, 969, 628
613, 607, 606, 611, 968, 628
613, 607, 606, 611, 968, 628
613, 607, 606, 611, 968, 628
613, 607, 606, 611, 968, 628
613, 607, 606, 610, 968, 628
613, 607, 606, 610, 968, 628
613, 607, 606, 610, 968, 628
613, 607, 606, 610, 967, 628
613, 607, 606, 610, 967, 628
613, 607, 606, 610, 967, 628
613, 607, 606, 610, 967, 628
613, 607, 605, 611, 960, 628
613, 607, 605, 611, 960, 628
613, 607, 605, 611, 960, 628
613, 607, 605, 611, 960, 628
612, 607, 605, 611, 945, 750
612, 607, 605, 611, 945, 750
612, 607, 605, 611, 945, 750
612, 606, 606, 610, 930, 898
612, 606, 606, 610, 930, 898
